CASE,rationale,Completeness,Contrastiveness,Plausibility,Satisfaction,Understandability,rationale_id,model,rationale_length,gender,age,country,education,employement
231,RE17,4,4,4,4,5,358,CF:PosRationales,278,female,50 to 54 years old,United Kingdom,Other degree,Other
231,RE18,4,4,4,5,5,299,MT+CF:PosRationales,264,female,50 to 54 years old,United Kingdom,Other degree,Other
231,RE19,5,5,5,5,5,361,MT+CF:PosRationales,210,female,50 to 54 years old,United Kingdom,Other degree,Other
232,RE08,4,1,5,5,5,294,MT:PosRationales,161,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
232,RE09,2,1,5,4,5,301,CF:PosRationales,149,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
232,RE10,2,1,2,2,4,346,MT+CF:PosRationales,270,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
232,RE11,5,5,5,5,5,34,MT+CF:RevRationales,479,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
232,RE12,2,1,5,5,5,333,MT+CF:RevRationales,213,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
232,RE13,2,1,5,5,5,147,MT+CF:RevRationales,310,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
232,RE14,4,1,5,5,5,154,MT:PosRationales,328,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
232,RE15,2,2,4,4,5,372,MT:PosRationales,278,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
232,RE16,1,1,5,4,4,7,CF:PosRationales,232,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
232,RE17,5,1,5,5,5,242,CF:PosRationales,257,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
232,RE18,2,1,4,2,5,274,MT+CF:PosRationales,216,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
233,RE08,2,4,3,2,3,80,MT:PosRationales,306,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Pupil/in school
233,RE10,4,4,3,4,4,186,MT+CF:PosRationales,191,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Pupil/in school
233,RE11,2,4,3,3,3,188,MT+CF:RevRationales,438,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Pupil/in school
233,RE13,5,5,4,4,5,200,MT+CF:RevRationales,282,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Pupil/in school
233,RE14,4,3,2,3,4,379,MT:PosRationales,178,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Pupil/in school
233,RE19,4,4,3,4,4,317,MT+CF:PosRationales,237,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Pupil/in school
234,RE08,5,5,5,4,5,98,MT:PosRationales,210,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE09,3,3,4,3,5,123,CF:PosRationales,243,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE10,2,3,2,2,3,344,MT+CF:PosRationales,265,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE11,5,5,5,4,5,370,MT+CF:RevRationales,297,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE12,5,5,5,5,5,174,MT+CF:RevRationales,370,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE13,3,5,4,3,2,337,MT+CF:RevRationales,485,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE14,3,5,3,4,5,33,MT:PosRationales,151,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE15,5,5,5,5,5,274,MT:PosRationales,213,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE16,5,5,5,3,5,348,CF:PosRationales,276,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE17,2,2,3,2,5,98,CF:PosRationales,204,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE18,5,5,5,5,5,291,MT+CF:PosRationales,143,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
234,RE19,5,5,5,5,5,85,MT+CF:PosRationales,238,male,60 to 64 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Civil servant
235,RE08,5,3,5,5,5,353,MT:PosRationales,164,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE09,5,4,5,5,5,38,CF:PosRationales,281,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE10,4,3,5,5,5,97,MT+CF:PosRationales,294,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE11,5,5,5,5,5,74,MT+CF:RevRationales,244,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE12,5,5,5,5,5,249,MT+CF:RevRationales,235,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE13,5,5,5,5,5,31,MT+CF:RevRationales,439,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE14,5,5,5,5,5,24,MT:PosRationales,160,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE15,5,5,5,5,5,202,MT:PosRationales,206,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE16,5,5,5,5,5,275,CF:PosRationales,239,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE17,5,5,5,5,4,310,CF:PosRationales,289,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE18,5,4,5,5,5,116,MT+CF:PosRationales,288,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
235,RE19,5,5,5,5,5,147,MT+CF:PosRationales,286,female,30 to 34 years old,United Kingdom,Finished school with no qualifications,Unemployed/seeking employment
236,RE08,2,1,3,2,5,240,MT:PosRationales,203,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
236,RE09,3,2,4,4,5,350,CF:PosRationales,205,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
236,RE10,3,1,3,2,5,129,MT+CF:PosRationales,281,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
236,RE12,4,1,4,3,5,313,MT+CF:RevRationales,277,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
236,RE13,3,1,2,1,4,266,MT+CF:RevRationales,337,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
236,RE14,2,1,3,2,5,266,MT:PosRationales,191,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
236,RE16,2,1,1,1,2,54,CF:PosRationales,332,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
236,RE17,3,1,4,2,5,329,CF:PosRationales,308,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
236,RE18,3,1,2,1,4,285,MT+CF:PosRationales,207,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
236,RE19,2,1,3,2,5,29,MT+CF:PosRationales,313,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
237,RE08,5,5,5,5,5,220,MT:PosRationales,274,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE09,5,5,5,5,5,267,CF:PosRationales,225,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE10,5,5,5,5,5,254,MT+CF:PosRationales,354,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE11,5,5,5,5,5,357,MT+CF:RevRationales,262,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE12,5,5,5,5,5,326,MT+CF:RevRationales,296,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE13,5,5,5,5,5,325,MT+CF:RevRationales,302,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE14,3,4,4,4,5,74,MT:PosRationales,294,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE15,5,4,4,4,5,7,MT:PosRationales,181,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE16,5,5,5,5,5,257,CF:PosRationales,289,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE17,5,4,5,5,4,114,CF:PosRationales,157,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE18,5,5,5,5,5,256,MT+CF:PosRationales,214,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
237,RE19,5,5,5,5,5,35,MT+CF:PosRationales,193,male,55 to 59 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Unemployed/seeking employment
238,RE08,2,4,2,2,4,160,MT:PosRationales,296,female,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
238,RE09,2,4,2,2,5,381,CF:PosRationales,156,female,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
238,RE10,2,4,3,2,5,21,MT+CF:PosRationales,178,female,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
238,RE14,5,5,5,5,5,185,MT:PosRationales,335,female,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
238,RE15,4,2,4,4,5,252,MT:PosRationales,133,female,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
238,RE18,4,5,4,3,5,263,MT+CF:PosRationales,159,female,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
239,RE08,4,4,4,4,4,87,MT:PosRationales,154,female,35 to 39 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Self-employed
239,RE09,4,4,4,4,4,79,CF:PosRationales,265,female,35 to 39 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Self-employed
239,RE11,1,1,2,1,4,25,MT+CF:RevRationales,387,female,35 to 39 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Self-employed
239,RE14,2,5,4,2,5,162,MT:PosRationales,141,female,35 to 39 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Self-employed
239,RE17,2,2,2,2,2,132,CF:PosRationales,263,female,35 to 39 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Self-employed
239,RE18,4,3,4,4,5,168,MT+CF:PosRationales,213,female,35 to 39 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Self-employed
239,RE19,1,4,3,1,4,324,MT+CF:PosRationales,239,female,35 to 39 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Self-employed
240,RE09,4,2,4,4,5,151,CF:PosRationales,353,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
240,RE10,5,5,5,5,5,163,MT+CF:PosRationales,162,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
240,RE11,5,5,5,5,5,350,MT+CF:RevRationales,391,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
240,RE13,5,5,5,5,5,221,MT+CF:RevRationales,617,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
240,RE14,5,2,5,5,5,21,MT:PosRationales,287,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
